DataSeries,20244Q,20243Q,20242Q,20241Q,20234Q,20233Q,20232Q,20231Q,20224Q,20223Q,20222Q,20221Q,20214Q,20213Q,20212Q,20211Q,20204Q,20203Q,20202Q,20201Q,20194Q,20193Q,20192Q,20191Q,20184Q,20183Q,20182Q,20181Q,20174Q,20173Q,20172Q,20171Q,20164Q,20163Q,20162Q,20161Q,20154Q,20153Q,20152Q,20151Q,20144Q,20143Q,20142Q,20141Q,20134Q,20133Q,20132Q,20131Q,20124Q,20123Q,20122Q,20121Q
Total,197.9,192.9,187.9,183.7,180.4,178.5,176.2,173.6,171.9,168.1,163.9,159.5,155.7,150.6,146.4,142.2,138.1,133.9,131.9,131.5,131.5,130.9,130.8,131,131.4,131.6,131.7,131.6,132.6,132.8,133.7,133.9,134.6,134.7,134.7,134.7,134.8,134.6,135,135.6,137,139.1,141.5,143.5,145.8,148.1,149.4,148.6,146.7,143.1,140.3,138.5
